frame,timestamp_s,inference_ms,fps,n_detections,avg_confidence,avg_depth_m,avg_area_px
39,1.611,33.65,29.39,1,0.709,0.0,68968.0
40,1.646,33.09,29.43,1,0.5752,0.0,42712.0
41,1.68,33.04,29.44,1,0.7674,0.0,3607.0
42,1.715,33.63,29.44,1,0.7478,0.0,48406.0
43,1.752,33.25,29.45,1,0.7447,0.0,41890.0
44,1.787,33.11,29.49,1,0.7589,0.0,53669.0
45,1.822,33.02,29.5,1,0.7786,0.0,2645.0
46,1.856,33.24,29.51,1,0.7404,0.0,40317.0
47,1.891,33.06,29.54,1,0.8048,0.0,28076.0
48,1.93,36.9,29.46,1,0.6521,0.0,77824.0
49,1.965,33.74,29.45,1,0.6694,0.0,43118.0
50,2.004,36.43,29.37,1,0.7428,0.0,2258.0
51,2.043,37.33,29.27,1,0.7577,0.0,15432.0
52,2.082,37.18,29.16,1,0.8471,0.0,15182.0
53,2.121,37.69,29.06,1,0.8012,0.0,25803.0
54,2.156,33.52,29.07,1,0.8585,0.0,14107.0
55,2.194,36.1,29.0,1,0.8301,0.0,23271.0
56,2.229,33.68,28.99,1,0.5956,0.0,48456.0
57,2.264,33.35,29.0,1,0.8196,0.0,8151.0
58,2.299,33.43,29.0,1,0.9311,0.0,31172.0
59,2.333,33.27,29.08,1,0.579,0.0,20635.0
60,2.368,33.44,29.18,1,0.814,0.0,8274.0
61,2.403,33.22,29.2,1,0.8805,0.0,29347.0
62,2.438,33.63,29.2,1,0.8424,0.0,16228.0
63,2.473,33.23,29.21,1,0.8014,0.0,17031.0
64,2.508,33.23,29.22,1,0.5861,0.0,13671.0
65,2.543,33.36,29.24,1,0.5115,0.0,14558.0
66,2.577,33.11,29.25,0,0.0,0.0,0.0
67,2.612,33.31,29.25,1,0.8401,0.0,13541.0
68,2.647,33.4,29.36,1,0.6556,0.0,22500.0
69,2.681,33.13,29.38,1,0.6022,0.0,21927.0
70,2.717,33.77,29.36,1,0.5076,0.0,15045.0
71,2.754,36.11,29.27,1,0.8546,0.0,11932.0
72,2.79,33.92,29.26,1,0.8023,0.0,55398.0
73,2.824,33.32,29.26,1,0.8725,0.0,12454.0
74,2.862,36.2,29.17,1,0.839,0.0,55494.0
75,2.9,36.03,29.09,1,0.7821,0.0,37791.0
76,2.935,33.81,29.07,1,0.8629,0.0,21091.0
77,2.97,33.36,29.06,1,0.7749,0.0,37305.0
78,3.005,33.54,29.16,1,0.8924,0.0,34142.0
79,3.04,33.38,29.17,1,0.7482,0.0,17858.0
80,3.076,33.72,29.25,1,0.8504,0.0,73886.0
81,3.11,33.2,29.36,1,0.8548,0.0,25062.0
82,3.145,33.45,29.47,1,0.8146,0.0,73662.0
83,3.18,33.28,29.6,1,0.8602,0.0,58342.0
84,3.215,33.27,29.61,1,0.8463,0.0,3055.0
85,3.254,36.93,29.58,1,0.5051,0.0,133350.0
86,3.292,36.53,29.5,1,0.8864,0.0,26456.0
87,3.327,33.87,29.49,1,0.8575,0.0,24430.0
88,3.365,36.0,29.41,1,0.9195,0.0,41746.0
89,3.401,33.95,29.39,1,0.8392,0.0,15619.0
90,3.436,33.89,29.38,1,0.8794,0.0,25790.0
91,3.475,36.56,29.28,1,0.8598,0.0,14558.0
92,3.513,36.35,29.21,1,0.8132,0.0,81577.0
93,3.549,33.75,29.19,1,0.7149,0.0,41394.0
94,3.584,33.15,29.19,1,0.8241,0.0,25981.0
95,3.619,33.45,29.19,1,0.7706,0.0,53332.0
96,3.654,33.08,29.19,1,0.8255,0.0,80018.0
97,3.689,33.09,29.2,1,0.7695,0.0,37262.0
98,3.724,33.56,29.19,1,0.7575,0.0,11792.0
99,3.762,36.0,29.11,1,0.8222,0.0,1221.0
100,3.797,33.82,29.11,1,0.8412,0.0,1181.0
101,3.832,33.2,29.19,1,0.753,0.0,18246.0
102,3.867,33.91,29.19,1,0.5241,0.0,97420.0
103,3.905,35.66,29.13,1,0.7986,0.0,39744.0
104,3.943,36.28,29.12,1,0.5279,0.0,47963.0
105,3.979,34.01,29.18,1,0.7941,0.0,13937.0
106,4.016,35.84,29.12,1,0.7946,0.0,16465.0
107,4.054,36.21,29.04,1,0.5139,0.0,112850.0
108,4.092,35.92,28.98,1,0.7716,0.0,24851.0
109,4.127,33.48,28.97,1,0.7584,0.0,9413.0
110,4.162,33.19,28.99,1,0.7503,0.0,32901.0
111,4.197,33.28,28.99,1,0.7083,0.0,20654.0
112,4.232,33.3,28.99,1,0.7049,0.0,28777.0
113,4.267,33.23,28.99,1,0.5049,0.0,12751.0
114,4.301,33.26,28.99,1,0.8086,0.0,23785.0
115,4.336,33.37,29.09,1,0.8311,0.0,19468.0
116,4.371,33.24,29.18,1,0.6008,0.0,21341.0
117,4.406,33.39,29.2,1,0.6603,0.0,12888.0
118,4.443,35.59,29.21,1,0.7114,0.0,17056.0
119,4.481,35.66,29.16,1,0.8217,0.0,46919.0
120,4.518,35.31,29.12,1,0.7974,0.0,15066.0
121,4.555,35.57,29.15,1,0.5308,0.0,50688.0
122,4.593,36.17,29.15,1,0.7874,0.0,18538.0
123,4.629,34.51,29.13,1,0.801,0.0,12919.0
124,4.666,35.34,29.07,1,0.5201,0.0,45292.0
125,4.702,33.81,29.06,1,0.9094,0.0,55344.0
126,4.739,35.52,28.99,1,0.5189,0.0,38331.0
127,4.777,35.87,28.92,1,0.8103,0.0,25496.0
128,4.812,33.61,28.91,1,0.8493,0.0,19987.0
129,4.849,35.31,28.93,1,0.7613,0.0,5570.0
130,4.887,35.93,28.87,1,0.8802,0.0,57844.0
131,4.922,33.76,28.86,1,0.667,0.0,2211.0
132,4.957,32.87,28.89,1,0.7526,0.0,13588.0
133,4.995,36.25,28.87,1,0.8166,0.0,11024.0
134,5.031,34.84,28.91,1,0.7747,0.0,3641.0
135,5.067,34.38,28.9,1,0.7548,0.0,13563.0
136,5.102,33.29,28.97,1,0.7593,0.0,13741.0
137,5.139,35.82,28.98,1,0.8816,0.0,75038.0
138,5.174,33.24,29.06,1,0.7964,0.0,11099.0
139,5.212,36.25,28.98,1,0.7552,0.0,9667.0
140,5.247,33.69,28.97,1,0.8032,0.0,9807.0
141,5.281,32.8,28.98,1,0.8315,0.0,5625.0
142,5.319,35.7,28.91,1,0.8022,0.0,35238.0
143,5.357,35.98,28.84,1,0.795,0.0,23625.0
144,5.392,33.43,28.83,1,0.774,0.0,21617.0
145,5.427,33.38,28.83,1,0.7619,0.0,26224.0
146,5.464,34.66,28.79,1,0.7905,0.0,16501.0
147,5.498,33.03,28.8,1,0.7675,0.0,8780.0
148,5.533,33.19,28.87,1,0.6596,0.0,12691.0
149,5.57,35.61,28.87,1,0.8562,0.0,23865.0
150,5.605,33.74,28.91,1,0.7982,0.0,4350.0
151,5.64,33.24,28.98,1,0.7669,0.0,11585.0
152,5.678,36.31,28.98,1,0.8134,0.0,6191.0
153,5.713,33.31,29.01,1,0.6003,0.0,18464.0
154,5.748,33.17,29.07,1,0.7196,0.0,5487.0
155,5.783,33.21,29.09,1,0.8754,0.0,2241.0
156,5.82,35.65,29.08,1,0.8041,0.0,6120.0
157,5.855,33.78,29.14,1,0.8148,0.0,6005.0
158,5.893,35.82,29.08,1,0.8295,0.0,10926.0
159,5.928,33.49,29.13,1,0.7699,0.0,11412.0
160,5.963,33.1,29.21,1,0.7176,0.0,1179.0
161,5.998,33.35,29.22,1,0.8859,0.0,916.0
162,6.036,36.19,29.13,1,0.8216,0.0,5558.0
163,6.073,35.77,29.14,1,0.8601,0.0,2649.0
164,6.108,33.37,29.18,1,0.7662,0.0,13196.0
165,6.146,35.75,29.15,1,0.7299,0.0,19947.0
166,6.181,33.45,29.14,1,0.6896,0.0,12310.0
167,6.215,33.2,29.22,1,0.7678,0.0,21241.0
168,6.25,32.97,29.22,1,0.7598,0.0,9262.0
169,6.285,33.22,29.31,1,0.5664,0.0,26073.0
170,6.32,33.24,29.32,1,0.7881,0.0,15901.0
171,6.354,32.84,29.32,1,0.6807,0.0,13865.0
172,6.389,33.19,29.39,1,0.849,0.0,13753.0
173,6.427,36.28,29.38,1,0.8306,0.0,53225.0
174,6.464,35.64,29.32,1,0.8532,0.0,1267.0
175,6.502,35.96,29.25,1,0.7062,0.0,27486.0
176,6.537,33.68,29.28,1,0.6725,0.0,12852.0
177,6.571,33.11,29.27,1,0.6882,0.0,45089.0
178,6.606,33.19,29.27,1,0.8185,0.0,14838.0
179,6.641,33.22,29.34,1,0.6893,0.0,12994.0
180,6.675,32.98,29.36,1,0.6538,0.0,21027.0
181,6.71,33.57,29.35,1,0.7918,0.0,20307.0
182,6.745,33.16,29.44,1,0.8896,0.0,13563.0
183,6.779,32.92,29.46,1,0.9069,0.0,14061.0
184,6.814,33.31,29.45,0,0.0,0.0,0.0
185,6.849,33.2,29.45,1,0.6627,0.0,12664.0
186,6.883,33.06,29.53,1,0.8174,0.0,17033.0
187,6.918,33.19,29.54,1,0.78,0.0,25755.0
188,6.953,33.12,29.62,1,0.8709,0.0,15853.0
189,6.987,32.89,29.64,1,0.6864,0.0,8854.0
190,7.022,33.16,29.64,1,0.6745,0.0,16782.0
191,7.057,33.32,29.64,1,0.8029,0.0,50477.0
192,7.094,35.57,29.66,1,0.814,0.0,14447.0
193,7.129,33.57,29.72,1,0.5383,0.0,78227.0
194,7.164,33.16,29.73,1,0.5324,0.0,52465.0
195,7.198,32.9,29.81,1,0.8775,0.0,22113.0
196,7.233,33.44,29.81,1,0.5376,0.0,37270.0
197,7.268,33.17,29.81,1,0.7946,0.0,39096.0
198,7.302,32.9,29.82,1,0.8719,0.0,20989.0
199,7.338,34.14,29.79,1,0.8958,0.0,39632.0
200,7.373,33.41,29.78,1,0.8718,0.0,23618.0
201,7.408,33.07,29.78,1,0.7807,0.0,17133.0
202,7.443,33.36,29.77,1,0.8351,0.0,18604.0
203,7.477,33.12,29.87,1,0.8082,0.0,39623.0
204,7.512,33.04,29.94,1,0.8397,0.0,37501.0
205,7.547,33.38,30.02,1,0.7179,0.0,18647.0
206,7.582,33.18,30.04,0,0.0,0.0,0.0
207,7.616,32.93,30.04,1,0.5393,0.0,39444.0
208,7.651,33.27,30.04,1,0.8464,0.0,27804.0
209,7.686,33.11,30.04,1,0.86,0.0,903.0
210,7.721,33.11,30.04,1,0.8357,0.0,1241.0
211,7.758,35.54,29.98,1,0.6092,0.0,20238.0
212,7.793,33.46,29.97,1,0.7615,0.0,33903.0
213,7.828,33.01,29.97,1,0.7701,0.0,30061.0
214,7.862,33.16,29.97,1,0.7602,0.0,35297.0
215,7.897,33.24,29.97,0,0.0,0.0,0.0
216,7.932,32.93,29.97,1,0.7582,0.0,54152.0
217,7.966,33.25,29.97,1,0.7653,0.0,42041.0
218,8.003,35.27,29.91,1,0.5117,0.0,35576.0
219,8.038,33.78,29.88,1,0.5232,0.0,41860.0
220,8.073,33.27,29.88,1,0.5142,0.0,59289.0
221,8.11,33.29,29.88,1,0.8032,0.0,40612.0
222,8.144,32.98,29.96,1,0.5047,0.0,65497.0
223,8.179,33.31,29.96,1,0.8348,0.0,32816.0
224,8.214,33.3,29.96,1,0.7692,0.0,50770.0
225,8.248,32.92,29.96,1,0.5382,0.0,84140.0
226,8.283,33.17,29.97,1,0.8347,0.0,31373.0
227,8.318,33.12,29.97,1,0.7803,0.0,21163.0
228,8.352,32.97,29.97,1,0.5297,0.0,36154.0
229,8.387,33.36,29.99,1,0.5236,0.0,54772.0
230,8.423,33.62,29.98,1,0.8216,0.0,31615.0
231,8.457,32.97,29.99,1,0.5053,0.0,54873.0
232,8.492,33.25,29.99,1,0.5493,0.0,70061.0
233,8.527,33.25,29.99,1,0.6954,0.0,11416.0
234,8.561,32.96,29.99,1,0.5315,0.0,23326.0
235,8.596,33.14,30.0,1,0.8096,0.0,58511.0
236,8.631,33.51,29.99,1,0.8018,0.0,69278.0
237,8.667,33.69,29.96,1,0.7886,0.0,28243.0
238,8.702,33.26,29.96,1,0.7974,0.0,45193.0
239,8.737,33.9,29.94,1,0.7785,0.0,19063.0
240,8.772,32.94,29.95,1,0.764,0.0,13856.0
241,8.807,33.31,30.01,1,0.8341,0.0,1448.0
242,8.842,33.33,30.02,1,0.8131,0.0,1205.0
243,8.877,32.83,30.02,1,0.8394,0.0,946.0
244,8.912,33.18,30.02,1,0.8411,0.0,757.0
245,8.947,33.7,30.01,1,0.8013,0.0,3465.0
246,8.982,33.1,30.0,1,0.8534,0.0,751.0
247,9.017,33.33,30.0,1,0.8097,0.0,583.0
248,9.053,33.14,30.06,1,0.755,0.0,4379.0
249,9.088,32.89,30.09,1,0.7581,0.0,3166.0
250,9.124,33.04,30.1,1,0.7172,0.0,2952.0
251,9.158,33.01,30.11,1,0.7672,0.0,2422.0
252,9.194,32.91,30.11,1,0.6892,0.0,2382.0
253,9.229,33.3,30.11,1,0.6697,0.0,6019.0
254,9.264,33.35,30.11,1,0.7688,0.0,1360.0
255,9.299,32.97,30.11,1,0.5188,0.0,32426.0
256,9.333,32.98,30.11,1,0.7752,0.0,8875.0
257,9.368,33.18,30.11,1,0.7806,0.0,20823.0
258,9.403,33.06,30.11,1,0.7741,0.0,10776.0
259,9.44,35.69,30.04,1,0.7939,0.0,12300.0
260,9.475,33.27,30.05,1,0.7799,0.0,10132.0
261,9.509,32.77,30.05,1,0.7966,0.0,11458.0
262,9.544,33.32,30.05,1,0.7697,0.0,26631.0
263,9.579,33.16,30.05,1,0.5037,0.0,61916.0
264,9.613,33.06,30.05,1,0.6081,0.0,36760.0
265,9.648,33.15,30.05,1,0.8128,0.0,31486.0
266,9.683,32.96,30.07,1,0.8221,0.0,21375.0
267,9.718,33.45,30.07,1,0.874,0.0,881.0
268,9.755,35.49,30.01,1,0.5423,0.0,40312.0
269,9.791,33.81,30.01,1,0.5886,0.0,128184.0
270,9.826,33.13,30.0,0,0.0,0.0,0.0
271,9.861,33.3,30.0,1,0.9103,0.0,568.0
272,9.895,32.97,30.02,1,0.7989,0.0,1510.0
273,9.93,33.06,30.01,1,0.5342,0.0,72188.0
274,9.965,33.21,30.01,1,0.9581,0.0,35571.0
275,9.999,33.07,30.03,1,0.8759,0.0,20576.0
276,10.034,33.11,30.03,1,0.878,0.0,885.0
277,10.069,33.48,30.02,1,0.5528,0.0,137838.0
278,10.105,33.42,30.01,0,0.0,0.0,0.0
279,10.139,32.86,30.01,1,0.7076,0.0,1261.0
280,10.174,33.2,30.01,0,0.0,0.0,0.0
281,10.208,32.96,30.01,0,0.0,0.0,0.0
282,10.243,32.99,30.01,1,0.7398,0.0,5646.0
283,10.279,32.91,30.02,1,0.7741,0.0,1816.0
284,10.314,33.22,30.02,1,0.6921,0.0,3787.0
285,10.351,34.36,29.98,1,0.7436,0.0,3034.0
286,10.386,33.01,29.98,1,0.7526,0.0,5143.0
287,10.422,33.77,29.96,1,0.7505,0.0,7295.0
288,10.458,34.48,29.92,1,0.822,0.0,545.0
289,10.494,33.67,29.98,1,0.5652,0.0,53221.0
290,10.529,32.73,30.0,1,0.7803,0.0,8686.0
291,10.563,33.06,29.99,1,0.8284,0.0,1342.0
292,10.598,32.51,30.01,1,0.7222,0.0,2415.0
293,10.634,32.95,30.02,1,0.7588,0.0,2246.0
294,10.668,32.56,30.03,1,0.7465,0.0,1552.0
295,10.704,32.85,30.04,1,0.8079,0.0,1131.0
296,10.739,34.08,30.01,1,0.8199,0.0,1284.0
297,10.774,33.08,30.02,1,0.504,0.0,119100.0
298,10.808,32.6,30.11,1,0.7802,0.0,7693.0
299,10.843,33.0,30.13,1,0.8394,0.0,1631.0
300,10.878,32.9,30.14,1,0.7536,0.0,3954.0
301,10.913,33.19,30.14,1,0.5657,0.0,109964.0
302,10.947,32.55,30.16,1,0.7664,0.0,16774.0
303,10.982,32.99,30.16,1,0.7745,0.0,18172.0
304,11.016,32.6,30.18,1,0.7953,0.0,16645.0
305,11.051,33.17,30.17,1,0.7845,0.0,35647.0
306,11.085,32.85,30.18,1,0.9415,0.0,41918.0
307,11.12,32.94,30.2,0,0.0,0.0,0.0
308,11.154,32.65,30.22,0,0.0,0.0,0.0
309,11.189,32.99,30.22,1,0.5544,0.0,82261.0
310,11.224,32.61,30.24,1,0.7231,0.0,4035.0
311,11.259,32.83,30.24,1,0.7368,0.0,3696.0
312,11.294,32.58,30.25,1,0.7423,0.0,5222.0
313,11.329,32.88,30.25,1,0.7416,0.0,4917.0
314,11.364,32.56,30.27,1,0.76,0.0,5852.0
315,11.398,32.87,30.32,1,0.8313,0.0,3074.0
316,11.433,32.91,30.32,1,0.7899,0.0,782.0
317,11.468,32.92,30.35,1,0.824,0.0,8998.0
318,11.506,35.51,30.32,1,0.6085,0.0,5031.0
319,11.541,33.35,30.33,1,0.7481,0.0,1111.0
320,11.575,32.7,30.33,1,0.801,0.0,5714.0
321,11.61,32.98,30.33,1,0.8465,0.0,2179.0
322,11.644,32.55,30.33,1,0.8655,0.0,21520.0
323,11.679,33.09,30.32,1,0.7434,0.0,17954.0
324,11.713,32.52,30.33,1,0.9255,0.0,37021.0
325,11.748,33.17,30.32,1,0.847,0.0,20276.0
326,11.782,32.64,30.36,1,0.7881,0.0,31968.0
327,11.817,33.32,30.35,1,0.9404,0.0,45455.0
328,11.852,32.93,30.34,0,0.0,0.0,0.0
329,11.886,32.93,30.34,1,0.8138,0.0,22388.0
330,11.921,32.65,30.35,1,0.7418,0.0,18242.0
331,11.955,32.97,30.36,1,0.8076,0.0,11998.0
332,11.99,32.63,30.36,1,0.8054,0.0,32390.0
333,12.024,33.12,30.35,1,0.878,0.0,40554.0
334,12.059,32.79,30.35,1,0.9291,0.0,36105.0
335,12.094,32.87,30.36,1,0.7865,0.0,22218.0
336,12.128,32.48,30.37,1,0.9522,0.0,40259.0
337,12.163,33.05,30.36,1,0.5324,0.0,156659.0
338,12.197,32.61,30.36,0,0.0,0.0,0.0
339,12.232,33.15,30.36,0,0.0,0.0,0.0
340,12.266,33.18,30.34,0,0.0,0.0,0.0
341,12.301,32.93,30.34,0,0.0,0.0,0.0
342,12.335,32.57,30.34,1,0.8186,0.0,722.0
343,12.37,33.07,30.33,1,0.7213,0.0,24132.0
344,12.405,32.84,30.33,1,0.8232,0.0,4494.0
345,12.44,33.18,30.32,1,0.7714,0.0,6890.0
346,12.474,32.3,30.33,1,0.8442,0.0,1013.0
347,12.509,32.81,30.34,1,0.7919,0.0,2257.0
348,12.543,32.38,30.43,1,0.8227,0.0,1902.0
349,12.578,32.99,30.45,1,0.8144,0.0,1641.0
350,12.613,32.84,30.44,1,0.7326,0.0,4548.0
351,12.648,32.59,30.45,1,0.815,0.0,8509.0
352,12.682,32.48,30.45,1,0.6048,0.0,5695.0
353,12.717,32.82,30.46,1,0.7669,0.0,8503.0
354,12.752,32.65,30.46,1,0.8553,0.0,585.0
355,12.787,33.63,30.44,1,0.8296,0.0,1120.0
356,12.822,33.02,30.43,1,0.8252,0.0,911.0
357,12.857,33.43,30.43,1,0.8295,0.0,876.0
358,12.891,32.55,30.44,1,0.86,0.0,719.0
359,12.926,32.55,30.45,1,0.8632,0.0,587.0
360,12.961,32.45,30.46,1,0.7524,0.0,11033.0
361,12.995,32.46,30.48,1,0.7286,0.0,7502.0
362,13.03,32.87,30.47,1,0.6233,0.0,16912.0
363,13.065,32.92,30.47,1,0.7389,0.0,2187.0
364,13.099,33.02,30.47,1,0.8217,0.0,33189.0
365,13.134,32.64,30.47,1,0.6474,0.0,5819.0
366,13.168,32.53,30.47,1,0.7646,0.0,5673.0
367,13.202,32.5,30.49,1,0.7778,0.0,5359.0
368,13.239,34.95,30.42,1,0.8619,0.0,4132.0
369,13.275,33.68,30.4,1,0.8164,0.0,11880.0
370,13.311,33.11,30.4,1,0.7713,0.0,5356.0
371,13.346,32.88,30.4,1,0.7391,0.0,8667.0
372,13.38,32.61,30.4,1,0.7778,0.0,770.0
373,13.415,32.84,30.41,1,0.8659,0.0,956.0
374,13.45,32.55,30.42,1,0.7847,0.0,3802.0
375,13.485,32.78,30.43,1,0.7566,0.0,4564.0
376,13.521,32.91,30.41,1,0.7891,0.0,1590.0
377,13.556,32.96,30.41,1,0.7519,0.0,2258.0
378,13.591,32.83,30.39,1,0.6641,0.0,4420.0
379,13.626,32.75,30.4,1,0.849,0.0,613.0
380,13.66,32.37,30.42,1,0.8102,0.0,585.0
381,13.693,31.68,30.44,0,0.0,0.0,0.0
382,13.728,32.81,30.43,1,0.8179,0.0,530.0
383,13.763,32.88,30.43,1,0.659,0.0,3838.0
384,13.798,33.21,30.41,1,0.5473,0.0,1279.0
385,13.832,32.78,30.44,1,0.8251,0.0,2759.0
386,13.866,32.27,30.46,1,0.8448,0.0,1034.0
387,13.9,32.13,30.5,0,0.0,0.0,0.0
388,13.934,32.39,30.51,1,0.8499,0.0,821.0
389,13.968,32.15,30.52,1,0.8203,0.0,1173.0
390,14.003,32.64,30.52,1,0.8421,0.0,656.0
391,14.037,32.9,30.5,1,0.6235,0.0,1621.0
392,14.072,32.73,30.51,1,0.86,0.0,9277.0
393,14.106,32.52,30.52,1,0.7931,0.0,1196.0
394,14.14,32.24,30.54,1,0.5242,0.0,1299.0
395,14.174,32.08,30.56,1,0.587,0.0,1430.0
396,14.208,32.46,30.56,1,0.8428,0.0,7577.0
397,14.242,32.76,30.55,1,0.8758,0.0,15029.0
398,14.276,32.52,30.63,1,0.7688,0.0,1430.0
399,14.31,32.82,30.66,1,0.8541,0.0,43347.0
400,14.344,32.27,30.68,1,0.7277,0.0,1013.0
401,14.378,32.15,30.71,1,0.5938,0.0,1412.0
402,14.413,32.71,30.7,0,0.0,0.0,0.0
403,14.449,34.26,30.66,1,0.8195,0.0,2678.0
404,14.484,33.18,30.64,1,0.7433,0.0,13122.0
405,14.519,32.95,30.63,1,0.7095,0.0,4444.0
406,14.554,33.03,30.63,1,0.8757,0.0,944.0
407,14.588,32.56,30.64,1,0.8501,0.0,1423.0
408,14.622,32.67,30.65,1,0.5392,0.0,1383.0
409,14.657,32.83,30.65,1,0.5011,0.0,7521.0
410,14.691,32.42,30.64,1,0.5549,0.0,1758.0
411,14.726,33.09,30.6,1,0.7167,0.0,1045.0
412,14.761,32.99,30.59,1,0.8352,0.0,33262.0
413,14.795,32.95,30.59,1,0.6336,0.0,1470.0
414,14.83,32.62,30.61,1,0.708,0.0,1011.0
415,14.864,32.38,30.62,1,0.7843,0.0,3069.0
416,14.898,32.36,30.62,1,0.8001,0.0,3406.0
417,14.932,32.39,30.61,1,0.885,0.0,4186.0
418,14.969,35.47,30.52,1,0.7839,0.0,20102.0
419,15.004,33.07,30.49,1,0.747,0.0,1190.0
420,15.039,33.01,30.48,1,0.882,0.0,3184.0
421,15.073,32.55,30.49,1,0.5682,0.0,1091.0
422,15.107,32.75,30.49,1,0.5256,0.0,3240.0
423,15.141,32.39,30.49,1,0.7162,0.0,6718.0
424,15.175,32.35,30.49,1,0.8204,0.0,2489.0
425,15.21,32.87,30.46,1,0.71,0.0,3479.0
426,15.245,33.03,30.44,1,0.7317,0.0,7948.0
427,15.279,32.99,30.44,1,0.8497,0.0,7749.0
428,15.314,32.6,30.44,1,0.7163,0.0,3073.0
429,15.348,32.51,30.44,1,0.7006,0.0,19753.0
430,15.382,32.43,30.44,1,0.8392,0.0,17613.0
431,15.417,32.84,30.42,1,0.7673,0.0,25410.0
432,15.452,33.59,30.39,1,0.7558,0.0,1102.0
433,15.487,33.14,30.43,1,0.8376,0.0,12619.0
434,15.522,33.02,30.43,1,0.8232,0.0,24340.0
435,15.556,32.64,30.44,1,0.6675,0.0,1028.0
436,15.59,32.57,30.45,1,0.8354,0.0,11880.0
437,15.624,32.45,30.46,1,0.8537,0.0,6932.0
438,15.659,32.69,30.46,1,0.8354,0.0,5300.0
439,15.693,32.9,30.45,1,0.8194,0.0,3312.0
440,15.728,33.12,30.43,1,0.589,0.0,8840.0
441,15.763,32.89,30.44,1,0.8384,0.0,3119.0
442,15.797,32.99,30.44,0,0.0,0.0,0.0
443,15.832,33.04,30.44,1,0.8861,0.0,3199.0
444,15.867,33.31,30.41,1,0.7452,0.0,3082.0
445,15.902,32.91,30.4,1,0.7312,0.0,7572.0
446,15.938,34.9,30.32,1,0.8513,0.0,9633.0
447,15.975,34.32,30.26,1,0.6892,0.0,4397.0
448,16.012,35.38,30.26,1,0.7662,0.0,4589.0
449,16.051,37.16,30.14,1,0.8569,0.0,3108.0
450,16.088,34.78,30.09,1,0.7973,0.0,3040.0
451,16.124,34.52,30.03,1,0.7854,0.0,3770.0
452,16.159,33.29,30.01,1,0.7964,0.0,3568.0
453,16.195,33.26,29.98,1,0.8242,0.0,3911.0
454,16.23,33.82,29.94,1,0.8243,0.0,18230.0
455,16.268,34.91,29.88,1,0.7347,0.0,12002.0
456,16.306,36.24,29.79,1,0.6908,0.0,2784.0
457,16.344,36.45,29.68,1,0.8405,0.0,6324.0
458,16.382,36.07,29.58,1,0.8485,0.0,7557.0
459,16.422,37.78,29.43,1,0.7706,0.0,4488.0
460,16.459,34.97,29.36,1,0.8602,0.0,4529.0
461,16.494,33.62,29.33,1,0.8469,0.0,6149.0
462,16.529,33.11,29.35,1,0.7086,0.0,4443.0
463,16.564,32.72,29.36,1,0.7853,0.0,3669.0
464,16.598,32.87,29.36,1,0.781,0.0,11325.0
465,16.633,32.95,29.35,1,0.7932,0.0,7531.0
466,16.667,32.69,29.35,1,0.5219,0.0,69924.0
467,16.702,33.02,29.33,1,0.7799,0.0,23407.0
