frame,timestamp_s,inference_ms,fps,n_detections,labels
78,6.202,72.86,13.6,1,bottle
79,6.276,72.34,13.6,1,bottle
80,6.35,73.48,13.62,1,bottle
81,6.424,71.66,13.64,1,bottle
82,6.498,73.48,13.66,1,bottle
83,6.571,71.55,13.68,1,bottle
84,6.645,72.44,13.69,0,
85,6.722,75.82,13.68,0,
86,6.8,75.49,13.67,1,bottle
87,6.873,71.62,13.67,1,bottle
88,6.951,77.06,13.66,2,person;cup
89,7.025,71.92,13.67,0,
90,7.099,73.29,13.68,1,bottle
91,7.177,75.94,13.65,0,
92,7.256,77.44,13.62,9,person;person;person;person;person;person;person;person;cup
93,7.33,71.61,13.63,0,
94,7.404,72.85,13.63,1,bottle
95,7.479,73.71,13.62,12,person;person;person;person;person;person;person;person;person;person;cup;person
96,7.555,73.8,13.61,8,person;person;person;person;person;person;cup;person
97,7.629,72.89,13.6,11,person;person;person;person;person;person;person;person;person;person;cup
98,7.704,73.06,13.61,0,
99,7.781,75.07,13.59,1,bottle
100,7.857,74.27,13.58,0,
101,7.93,71.69,13.6,1,bottle
102,8.004,72.8,13.6,1,cell phone
103,8.081,75.15,13.58,1,bottle
104,8.16,77.66,13.57,0,
105,8.233,71.99,13.59,0,
106,8.311,76.44,13.56,0,
107,8.387,74.81,13.55,0,
108,8.488,99.27,13.39,1,bottle
109,8.561,71.36,13.4,0,
110,8.635,72.63,13.4,0,
111,8.709,72.69,13.39,1,bottle
112,8.783,72.72,13.4,0,
113,8.856,71.74,13.4,0,
114,8.931,72.99,13.39,1,bottle
115,9.004,72.26,13.42,1,bottle
116,9.079,73.12,13.43,0,
117,9.152,71.85,13.43,1,bottle
118,9.227,73.39,13.45,1,bottle
119,9.303,74.78,13.43,1,cup
120,9.38,75.8,13.42,0,
121,9.458,75.67,13.42,0,
122,9.535,76.02,13.43,0,
123,9.611,74.83,13.41,0,
124,9.689,75.96,13.39,0,
125,9.764,73.56,13.39,10,person;person;person;person;person;cup;person;person;person;person
126,9.842,76.67,13.37,0,
127,9.919,74.91,13.36,1,bottle
128,9.994,73.5,13.36,1,bottle
129,10.07,74.34,13.36,1,person
130,10.146,75.14,13.36,0,
131,10.22,72.05,13.36,5,person;bottle;person;person;person
132,10.295,73.79,13.35,0,
133,10.371,74.9,13.35,0,
134,10.449,76.16,13.36,5,person;person;bottle;person;person
135,10.522,72.12,13.36,0,
136,10.597,72.99,13.38,0,
137,10.673,74.87,13.38,3,person;person;person
138,10.748,74.05,13.53,2,person;person
139,10.824,74.45,13.51,1,bottle
140,10.899,72.93,13.51,0,
141,10.972,72.05,13.52,2,bottle;person
142,11.05,76.22,13.49,7,person;person;person;person;person;person;person
143,11.127,74.89,13.48,7,person;person;person;person;person;person;person
144,11.202,73.56,13.47,12,person;person;person;person;person;person;person;person;person;person;person;person
145,11.276,72.33,13.47,9,person;person;person;person;person;person;person;person;person
146,11.352,74.22,13.47,16,person;person;person;person;person;person;person;person;person;person;person;person;person;person;bottle;person
147,11.425,71.74,13.47,0,
148,11.499,72.4,13.47,1,bottle
149,11.575,74.84,13.47,0,
150,11.65,73.03,13.49,0,
151,11.724,72.95,13.5,1,bottle
152,11.801,75.43,13.51,2,bottle;person
153,11.874,71.62,13.53,0,
154,11.949,73.27,13.54,1,bottle
155,12.023,72.42,13.55,0,
156,12.101,77.14,13.55,2,bottle;person
157,12.178,74.69,13.55,1,bottle
158,12.254,74.85,13.54,3,person;person;person
159,12.327,71.87,13.56,1,bottle
160,12.402,73.02,13.57,1,bottle
161,12.475,71.5,13.57,1,bottle
162,12.551,74.72,13.57,1,bottle
163,12.627,73.95,13.57,1,bottle
164,12.701,72.58,13.59,0,
165,12.776,73.76,13.58,0,
166,12.85,72.32,13.59,0,
167,12.922,71.51,13.61,1,bottle
168,12.996,72.29,13.62,0,
169,13.069,71.07,13.64,0,
170,13.144,74.0,13.63,7,person;person;person;person;person;person;bottle
171,13.217,71.81,13.64,1,bottle
172,13.29,71.93,13.66,0,
173,13.366,74.23,13.67,1,bottle
174,13.443,75.27,13.66,1,bottle
175,13.519,73.76,13.65,1,bottle
176,13.592,72.38,13.66,0,
177,13.665,71.39,13.66,1,bottle
178,13.739,72.74,13.66,0,
179,13.812,70.98,13.68,1,person
180,13.886,73.18,13.68,0,
181,13.959,71.14,13.69,0,
182,14.032,72.05,13.71,0,
183,14.104,71.07,13.72,0,
184,14.179,73.27,13.72,2,person;person
185,14.252,71.5,13.72,1,bottle
186,14.327,74.06,13.74,1,bottle
187,14.4,71.72,13.76,0,
188,14.474,72.53,13.78,1,bottle
189,14.547,71.4,13.78,0,
190,14.621,72.47,13.78,0,
191,14.695,72.08,13.78,14,person;person;person;person;person;person;person;person;person;person;person;cup;person;person
192,14.771,75.34,13.78,0,
193,14.844,71.18,13.79,0,
194,14.918,72.37,13.79,0,
195,14.991,71.48,13.81,1,cup
196,15.064,72.18,13.81,0,
197,15.137,71.45,13.81,1,cup
198,15.211,72.74,13.81,1,cup
199,15.284,71.55,13.8,1,cup
200,15.358,72.66,13.81,1,bottle
201,15.431,71.61,13.81,1,bottle
202,15.505,72.49,13.81,1,bottle
203,15.578,71.43,13.83,1,cup
204,15.653,72.84,13.84,0,
205,15.726,71.91,13.86,1,bottle
206,15.8,72.47,13.85,1,bottle
207,15.873,71.41,13.85,0,
208,15.947,72.76,13.85,1,cup
209,16.02,71.67,13.85,1,bottle
210,16.094,72.49,13.85,1,bottle
211,16.171,74.88,13.83,0,
212,16.25,78.37,13.79,0,
213,16.324,72.13,13.78,0,
214,16.399,73.69,13.78,1,bottle
215,16.474,73.2,13.77,1,bottle
216,16.549,73.78,13.77,0,
217,16.622,71.56,13.77,0,
218,16.698,74.93,13.76,0,
219,16.771,71.95,13.75,0,
220,16.845,72.56,13.75,0,
221,16.918,71.22,13.76,1,cup
222,16.992,72.89,13.78,0,
223,17.065,71.21,13.77,1,cup
224,17.142,75.72,13.75,0,
225,17.215,71.86,13.75,0,
226,17.289,72.56,13.75,1,cup
227,17.363,72.23,13.74,1,bottle
228,17.437,72.61,13.74,0,
229,17.509,71.43,13.75,0,
230,17.583,72.34,13.75,1,bottle
231,17.656,71.76,13.75,0,
232,17.731,73.24,13.74,0,
233,17.804,71.15,13.74,0,
234,17.877,72.45,13.75,0,
235,17.952,72.48,13.74,17,person;person;person;person;person;person;person;person;person;person;person;cup;person;person;person;person;person
236,18.027,73.68,13.74,7,person;person;person;person;cup;person;person
237,18.101,72.37,13.73,6,person;person;person;person;bottle;person
238,18.178,75.28,13.71,9,person;person;person;person;person;person;person;cup;person
239,18.251,72.23,13.71,10,person;person;person;person;person;person;person;person;person;person
240,18.328,74.8,13.7,17,person;person;person;person;person;person;person;person;person;person;person;person;person;person;person;person;person
241,18.401,71.82,13.71,0,
242,18.477,73.57,13.74,5,person;person;person;person;person
243,18.55,71.45,13.75,0,
244,18.624,73.05,13.75,1,bottle
245,18.698,71.76,13.76,1,bottle
246,18.772,72.98,13.77,0,
247,18.846,71.46,13.77,0,
248,18.922,73.8,13.77,1,bottle
249,18.996,71.83,13.78,0,
250,19.071,72.86,13.77,1,bottle
251,19.145,72.31,13.77,1,bottle
252,19.221,74.22,13.76,0,
253,19.295,72.1,13.75,0,
254,19.371,73.59,13.77,1,bottle
255,19.445,72.39,13.76,2,person;person
256,19.52,73.77,13.76,0,
257,19.593,71.96,13.76,0,
258,19.668,73.42,13.75,0,
259,19.742,72.5,13.75,0,
260,19.816,73.02,13.74,0,
261,19.89,72.2,13.74,0,
262,19.965,73.4,13.74,0,
263,20.039,72.9,13.73,0,
264,20.114,73.22,13.72,0,
265,20.187,71.93,13.72,1,bottle
266,20.262,73.58,13.73,1,bottle
267,20.335,71.57,13.73,1,bottle
268,20.412,75.25,13.73,1,cup
269,20.485,71.48,13.74,0,
270,20.56,73.07,13.75,1,cup
271,20.634,72.09,13.74,3,person;person;bottle
272,20.709,73.97,13.74,0,
273,20.783,72.65,13.73,0,
274,20.858,72.95,13.73,0,
275,20.931,71.48,13.74,1,cup
276,21.005,72.46,13.74,1,bottle
277,21.077,71.24,13.74,0,
278,21.152,72.86,13.75,0,
279,21.226,72.22,13.74,1,bottle
280,21.3,72.63,13.75,0,
281,21.373,71.99,13.75,1,cup
282,21.448,73.17,13.75,0,
283,21.523,72.42,13.75,1,bottle
284,21.597,72.27,13.76,0,
285,21.671,71.51,13.77,1,bottle
286,21.745,72.74,13.77,1,bottle
287,21.819,71.62,13.78,1,person
288,21.894,72.66,13.78,1,person
289,21.967,71.75,13.78,2,person;bottle
290,22.042,72.32,13.79,1,bottle
291,22.116,72.92,13.78,1,bottle
292,22.191,72.69,13.79,1,bottle
293,22.265,71.35,13.8,0,
294,22.339,72.27,13.81,1,bottle
295,22.413,71.25,13.81,1,bottle
296,22.487,72.93,13.81,1,bottle
297,22.561,71.83,13.81,0,
298,22.635,72.44,13.83,1,bottle
299,22.708,71.94,13.83,1,bottle
300,22.782,72.47,13.83,1,bottle
301,22.855,71.27,13.84,0,
302,22.929,72.36,13.85,1,bottle
303,23.001,71.05,13.86,1,bottle
304,23.075,72.41,13.86,1,bottle
305,23.15,73.29,13.85,1,bottle
306,23.225,72.93,13.85,5,person;person;cup;person;person
307,23.298,71.45,13.84,1,cup
308,23.371,72.15,13.85,0,
309,23.444,71.21,13.85,0,
310,23.519,72.36,13.86,0,
311,23.592,71.41,13.86,1,bottle
312,23.667,72.14,13.87,0,
313,23.741,72.43,13.87,1,bottle
314,23.816,72.39,13.87,1,bottle
315,23.889,71.11,13.87,0,
316,23.963,72.25,13.87,0,
317,24.036,71.19,13.87,1,bottle
318,24.112,74.19,13.86,0,
319,24.185,71.57,13.87,0,
320,24.259,72.61,13.86,1,bottle
321,24.333,71.69,13.87,1,bottle
322,24.407,72.59,13.87,1,bottle
323,24.481,72.38,13.87,2,person;bottle
324,24.555,72.66,13.86,2,person;person
325,24.628,71.83,13.86,1,bottle
326,24.702,72.55,13.86,2,person;bottle
327,24.777,73.53,13.85,10,person;person;person;person;person;person;person;person;person;person
328,24.851,72.34,13.85,1,cup
329,24.924,71.58,13.85,1,bottle
330,25.013,86.8,13.76,1,bottle
331,25.098,83.08,13.69,1,bottle
332,25.184,84.76,13.61,2,person;bottle
333,25.263,77.08,13.57,4,person;person;cup;person
334,25.344,79.58,13.53,1,cup
335,25.418,72.54,13.54,0,
336,25.493,73.39,13.53,5,person;person;person;person;person
337,25.567,72.27,13.53,0,
338,25.645,75.91,13.5,0,
339,25.718,71.71,13.5,0,
340,25.792,72.5,13.5,0,
341,25.865,71.44,13.5,0,
342,25.939,72.13,13.5,0,
343,26.012,71.65,13.51,1,bottle
344,26.086,72.59,13.5,1,bottle
345,26.165,76.58,13.47,1,bottle
346,26.239,72.82,13.47,1,bottle
347,26.312,71.36,13.47,1,bottle
348,26.387,72.65,13.48,0,
349,26.46,72.21,13.47,0,
350,26.535,72.16,13.47,0,
351,26.609,72.05,13.47,0,
352,26.684,73.57,13.47,0,
353,26.759,72.3,13.47,0,
354,26.833,72.33,13.47,3,person;person;bottle
355,26.906,71.05,13.47,0,
356,26.98,72.78,13.47,1,person
357,27.053,71.47,13.48,0,
358,27.131,75.86,13.46,0,
359,27.204,71.85,13.46,3,person;person;bottle
360,27.278,72.18,13.55,0,
361,27.352,71.61,13.62,0,
362,27.426,72.35,13.7,1,person
363,27.499,71.41,13.73,1,person
364,27.573,72.49,13.78,1,bottle
365,27.647,72.04,13.78,1,bottle
366,27.722,72.81,13.79,0,
367,27.795,71.57,13.79,1,bottle
368,27.872,75.41,13.79,0,
369,27.946,71.93,13.79,0,
370,28.021,72.59,13.79,1,bottle
371,28.094,71.19,13.79,0,
372,28.169,73.38,13.79,1,bottle
373,28.244,72.19,13.78,1,bottle
374,28.318,72.33,13.78,1,bottle
375,28.392,71.84,13.81,1,bottle
376,28.467,72.45,13.82,1,bottle
377,28.541,71.55,13.81,0,
378,28.616,72.6,13.81,1,person
379,28.689,71.53,13.82,0,
380,28.764,73.18,13.81,0,
381,28.837,71.66,13.82,4,person;person;person;person
382,28.911,72.45,13.82,2,person;person
383,28.984,71.39,13.83,2,bottle;person
384,29.058,72.07,13.83,1,person
385,29.131,71.53,13.83,1,bottle
386,29.205,72.71,13.83,1,person
387,29.278,71.41,13.83,1,person
388,29.352,72.34,13.85,0,
389,29.426,71.68,13.85,1,bottle
390,29.501,73.18,13.84,0,
391,29.574,71.23,13.85,1,person
392,29.648,72.5,13.85,1,bottle
393,29.721,72.18,13.84,1,person
394,29.796,72.7,13.84,1,person
395,29.869,71.36,13.84,1,person
396,29.942,72.31,13.85,1,bottle
397,30.018,73.78,13.83,1,bottle
398,30.092,72.47,13.85,1,person
399,30.167,74.45,13.84,1,bottle
400,30.242,72.61,13.84,1,person
401,30.328,84.99,13.75,1,person
402,30.407,76.68,13.73,2,bottle;person
403,30.484,74.63,13.71,1,bottle
404,30.562,76.72,13.69,2,bottle;person
405,30.636,72.33,13.68,0,
406,30.711,73.31,13.68,1,bottle
407,30.788,75.28,13.65,1,bottle
408,30.863,73.32,13.65,1,person
409,30.937,72.52,13.64,1,person
410,31.012,73.03,13.64,1,person
411,31.086,72.21,13.64,1,person
412,31.159,71.6,13.65,2,bottle;cup
413,31.233,72.31,13.64,1,person
414,31.306,71.36,13.64,1,person
415,31.379,71.67,13.64,1,person
416,31.453,72.05,13.65,1,person
417,31.527,72.62,13.64,1,bottle
418,31.603,74.82,13.62,1,bottle
419,31.677,72.37,13.62,1,person
420,31.751,72.41,13.63,2,person;bottle
421,31.824,71.71,13.62,1,person
422,31.898,71.66,13.63,1,person
423,31.971,71.71,13.63,2,person;bottle
424,32.044,71.89,13.64,1,bottle
425,32.12,74.39,13.62,1,person
426,32.194,72.13,13.62,0,
427,32.267,71.68,13.63,0,
428,32.341,71.4,13.64,0,
429,32.414,71.68,13.65,2,bottle;person
430,32.488,73.01,13.65,1,bottle
431,32.561,71.58,13.74,1,bottle
432,32.635,71.98,13.77,1,person
433,32.708,72.24,13.78,1,bottle
434,32.782,72.45,13.81,1,bottle
435,32.856,72.01,13.81,1,person
436,32.929,71.7,13.82,1,bottle
437,33.003,71.82,13.84,1,bottle
438,33.076,71.85,13.85,2,bottle;person
439,33.151,73.37,13.85,2,person;bottle
440,33.224,71.85,13.85,1,person
441,33.298,71.6,13.86,2,person;bottle
442,33.371,72.07,13.85,1,cup
443,33.444,71.75,13.86,3,person;person;bottle
444,33.518,71.62,13.86,1,person
445,33.591,71.63,13.86,0,
446,33.665,71.89,13.86,1,bottle
447,33.739,72.95,13.86,0,
448,33.812,71.76,13.88,2,person;bottle
449,33.886,71.91,13.88,2,person;bottle
450,33.96,72.44,13.88,2,person;bottle
451,34.033,71.44,13.88,2,person;bottle
452,34.107,72.67,13.87,1,person
453,34.181,71.75,13.87,0,
454,34.254,71.71,13.87,1,bottle
455,34.328,71.62,13.89,0,
456,34.401,71.84,13.89,0,
457,34.475,71.92,13.89,1,bottle
458,34.548,71.85,13.89,1,bottle
459,34.622,71.81,13.89,0,
460,34.695,72.12,13.89,0,
461,34.77,73.0,13.88,1,person
462,34.844,72.15,13.88,0,
463,34.918,72.49,13.88,1,person
464,34.992,72.28,13.88,0,
465,35.069,74.82,13.87,0,
466,35.145,75.27,13.84,0,
467,35.22,72.78,13.84,0,
468,35.295,74.06,13.82,0,
469,35.369,72.74,13.83,7,person;person;person;person;person;person;person
470,35.443,72.05,13.82,0,
471,35.517,73.08,13.82,1,bottle
472,35.591,72.07,13.82,0,
473,35.664,72.27,13.81,0,
474,35.739,73.2,13.8,0,
475,35.813,72.33,13.8,0,
476,35.887,73.1,13.79,1,person
477,35.961,72.36,13.79,0,
478,36.034,72.3,13.79,1,person
479,36.108,72.31,13.79,0,
480,36.181,72.07,13.79,1,bottle
481,36.256,73.01,13.78,0,
482,36.329,71.7,13.79,1,bottle
483,36.403,72.65,13.78,1,bottle
484,36.477,72.95,13.77,0,
485,36.551,72.08,13.77,0,
486,36.626,73.26,13.76,1,person
487,36.7,72.15,13.76,1,bottle
488,36.774,72.94,13.75,0,
489,36.848,72.61,13.75,1,bottle
490,36.922,72.14,13.75,1,bottle
491,36.996,73.08,13.75,2,bottle;person
492,37.07,72.27,13.75,2,person;bottle
493,37.148,75.97,13.72,1,person
494,37.222,72.32,13.72,0,
495,37.296,72.3,13.74,0,
496,37.37,72.21,13.76,1,bottle
497,37.444,72.38,13.76,1,bottle
498,37.519,73.27,13.77,0,
499,37.593,72.4,13.77,0,
500,37.667,71.93,13.77,2,bottle;bottle
501,37.741,72.59,13.77,0,
502,37.814,72.07,13.77,1,bottle
503,37.888,72.56,13.77,2,person;person
504,37.962,71.94,13.78,0,
505,38.035,72.25,13.78,0,
506,38.109,72.55,13.78,1,bottle
507,38.184,73.45,13.78,0,
508,38.258,72.51,13.77,0,
509,38.331,71.94,13.78,1,bottle
510,38.407,74.16,13.76,0,
511,38.484,75.25,13.75,1,bottle
512,38.558,72.29,13.75,0,
513,38.632,72.39,13.75,0,
514,38.705,72.3,13.75,3,person;bottle;person
515,38.783,75.57,13.73,0,
516,38.856,72.24,13.74,1,bottle
517,38.93,72.19,13.74,0,
518,39.004,72.74,13.74,1,bottle
519,39.078,72.33,13.74,0,
520,39.151,71.89,13.74,0,
521,39.226,73.15,13.74,0,
522,39.299,72.43,13.74,1,person
523,39.373,72.59,13.76,1,bottle
524,39.447,72.49,13.76,0,
525,39.522,73.11,13.75,0,
526,39.596,72.51,13.75,0,
527,39.669,72.08,13.75,0,
528,39.743,72.75,13.76,1,bottle
529,39.817,72.62,13.76,1,bottle
530,39.891,72.0,13.76,0,
531,39.965,72.83,13.75,1,bottle
532,40.039,72.7,13.75,0,
533,40.113,73.16,13.75,0,
